Filename,,,,,,,Peak rating value position,,,,,,Mu,Sigma,FminsearchFVAL,ExitFlag,Iterations,,uglified,uglified_orig,auto-uglified,auto-uglified_orig,beautified,beautified_orig,unmodified
1071.jpg,22,18,39,13,8,,0,0,1,0,0,,"2,678754","1,131459","0,293796",1,28,,0,0,0,0,0,1,1
1071_uglifier.jpg,26,22,34,7,11,,0,0,1,0,0,,"2,286525","1,259551","0,299888",1,28,,0,0,0,0,1,0,0
1072.jpg,4,7,18,24,47,,0,0,0,0,1,,"5,22613","1,451985","0,258029",1,38,,0,0,0,0,0,1,1
1072_uglifier.jpg,6,11,22,24,37,,0,0,0,0,1,,"4,655698","1,616918","0,262382",1,36,,0,0,0,0,1,0,0
1073.jpg,2,8,23,25,42,,0,0,0,0,1,,"4,836947","1,463646","0,257079",1,35,,0,0,0,0,0,1,1
1073_uglifier.jpg,3,8,23,31,35,,0,0,0,0,1,,"4,488526","1,429763","0,187825",1,32,,0,0,0,0,1,0,0
1074.jpg,3,3,11,25,58,,0,0,0,0,1,,"5,405893","1,14363","0,203176",1,40,,0,0,0,0,0,1,1
1074_uglifier.jpg,4,4,19,25,48,,0,0,0,0,1,,"5,167586","1,371064","0,249311",1,36,,0,0,0,0,1,0,0
1075.jpg,2,1,14,25,58,,0,0,0,0,1,,"5,411373","1,169504","0,213439",1,42,,0,0,0,0,0,1,1
1075_uglifier.jpg,13,11,20,23,33,,0,0,0,0,1,,"4,398229","1,670843","0,299078",1,33,,0,0,0,0,1,0,0
1076.jpg,20,13,34,13,20,,0,0,1,0,0,,"2,999995","1,389556","0,344598",1,23,,0,0,0,0,0,1,1
1076_uglifier.jpg,21,20,29,17,13,,0,0,1,0,0,,"2,665669","1,543489","0,251527",1,31,,0,0,0,0,1,0,0
1077.jpg,4,8,16,19,53,,0,0,0,0,1,,"5,433299","1,296428","0,297205",1,38,,0,0,0,0,0,1,1
1077_uglifier.jpg,7,7,13,30,43,,0,0,0,0,1,,"4,879388","1,26724","0,230388",1,36,,0,0,0,0,1,0,0
1078.jpg,3,16,25,23,33,,0,0,0,0,1,,"4,210555","1,551378","0,269881",1,36,,0,0,0,0,0,1,1
1078_uglifier.jpg,9,14,24,28,25,,0,0,0,1,0,,"3,956813","1,66372","0,206297",1,35,,0,0,0,0,1,0,0
1079.jpg,5,5,21,18,51,,0,0,0,0,1,,"5,312652","1,342538","0,321798",1,38,,0,0,0,0,0,1,1
1079_uglifier.jpg,7,7,26,27,33,,0,0,0,0,1,,"4,288021","1,399582","0,242321",1,33,,0,0,0,0,1,0,0
108.jpg,24,20,23,18,15,,1,0,0,0,0,,"2,515683","1,807823","0,278676",1,35,,0,1,0,0,0,0,1
108_uglifier.jpg,25,32,19,12,12,,0,1,0,0,0,,"1,989368","1,419488","0,254569",1,32,,1,0,0,0,0,0,0
1080.jpg,15,21,21,14,29,,0,0,0,0,1,,"3,445454","1,757396","0,353788",1,30,,0,0,0,0,0,1,1
1080_uglifier.jpg,12,18,25,15,30,,0,0,0,0,1,,"3,690774","1,674863","0,335099",1,31,,0,0,0,0,1,0,0
1081.jpg,10,14,32,18,26,,0,0,1,0,0,,"3,557205","1,421572","0,295796",1,27,,0,0,0,0,0,1,1
1081_uglifier.jpg,14,16,18,26,26,,-1,,,,,,"3,932122","1,768532","0,282053",1,35,,0,0,0,0,1,0,0
1082.jpg,2,3,11,21,63,,0,0,0,0,1,,"5,405972","0,998279","0,217803",1,44,,0,0,0,0,0,1,1
1082_uglifier.jpg,7,4,10,32,47,,0,0,0,0,1,,"4,81348","1,013241","0,20768",1,34,,0,0,0,0,1,0,0
1083.jpg,7,16,32,15,30,,0,0,1,0,0,,"3,651395","1,436875","0,334145",1,32,,0,0,0,0,0,1,1
1083_uglifier.jpg,10,8,32,20,30,,0,0,1,0,0,,"3,895271","1,3752","0,313719",1,31,,0,0,0,0,1,0,0
1085.jpg,22,24,29,13,12,,0,0,1,0,0,,"2,417995","1,462967","0,242019",1,29,,0,0,0,0,0,1,1
1085_uglifier.jpg,18,19,23,23,17,,-1,,,,,,"3,08972","1,801948","0,250065",1,33,,0,0,0,0,1,0,0
1086.jpg,18,29,27,11,15,,0,1,0,0,0,,"2,440936","1,3295","0,25441",1,30,,0,0,0,0,0,1,1
1086_uglifier.jpg,15,21,28,14,22,,0,0,1,0,0,,"3,020711","1,550525","0,296011",1,29,,0,0,0,0,1,0,0
1087.jpg,8,22,27,19,24,,0,0,1,0,0,,"3,406938","1,526596","0,268443",1,31,,0,0,0,0,0,1,1
1087_uglifier.jpg,8,14,34,12,32,,0,0,1,0,0,,"3,665282","1,414212","0,375739",1,26,,0,0,0,0,1,0,0
1089.jpg,2,6,11,25,56,,0,0,0,0,1,,"5,392327","1,186682","0,216594",1,47,,0,0,0,0,0,1,1
1089_uglifier.jpg,7,4,16,26,47,,0,0,0,0,1,,"5,107095","1,320792","0,246511",1,37,,0,0,0,0,1,0,0
109.jpg,12,25,20,20,23,,0,1,0,0,0,,"3,283469","1,702855","0,29057",1,32,,0,1,0,0,0,0,1
109_uglifier.jpg,29,30,15,12,14,,0,1,0,0,0,,"1,753424","1,487027","0,295614",1,35,,1,0,0,0,0,0,0
1090.jpg,3,9,14,21,53,,0,0,0,0,1,,"5,417014","1,284971","0,277348",1,47,,0,0,0,0,0,1,1
1090_uglifier.jpg,6,10,13,23,48,,0,0,0,0,1,,"5,255145","1,361951","0,280173",1,42,,0,0,0,0,1,0,0
1091.jpg,49,27,8,7,9,,1,0,0,0,0,,"1,064027","1,003844","0,25763",1,39,,0,0,0,0,0,1,1
1091_uglifier.jpg,40,26,18,7,9,,1,0,0,0,0,,"1,152893","1,472012","0,263106",1,32,,0,0,0,0,1,0,0
1092.jpg,4,22,27,18,29,,0,0,0,0,1,,"3,662186","1,496702","0,310203",1,30,,0,0,0,0,0,1,1
1092_uglifier.jpg,6,10,31,27,26,,0,0,1,0,0,,"3,828424","1,287072","0,224827",1,27,,0,0,0,0,1,0,0
1093.jpg,18,34,22,10,16,,0,1,0,0,0,,"2,265004","1,199392","0,28245",1,32,,0,0,0,0,0,1,1
1093_uglifier.jpg,17,25,23,16,19,,0,1,0,0,0,,"2,783569","1,678943","0,272547",1,32,,0,0,0,0,1,0,0
1094.jpg,17,26,30,10,17,,0,0,1,0,0,,"2,56919","1,303223","0,277788",1,29,,0,0,0,0,0,1,1
1094_uglifier.jpg,20,17,28,14,21,,0,0,1,0,0,,"2,93623","1,609736","0,317265",1,30,,0,0,0,0,1,0,0
1095.jpg,2,1,10,17,70,,0,0,0,0,1,,"4,900934","0,500003","0,204264",1,61,,0,0,0,0,0,1,1
1095_uglifier.jpg,3,2,12,26,57,,0,0,0,0,1,,"5,390512","1,174144","0,199697",1,42,,0,0,0,0,1,0,0
1096.jpg,6,12,25,28,29,,0,0,0,0,1,,"4,156171","1,558525","0,204657",1,35,,0,0,0,0,0,1,1
1096_uglifier.jpg,14,7,28,22,29,,0,0,0,0,1,,"3,965564","1,439718","0,310475",1,31,,0,0,0,0,1,0,0
1097.jpg,1,8,19,23,49,,0,0,0,0,1,,"5,269316","1,419791","0,269729",1,36,,0,0,0,0,0,1,1
